,Headline,Ranking,Review,ReviewDate
967,“Tak” for annullere min ordre,1,"Hej boozt

Jeg er så vred og skuffet lige nu at I har annulleret min ordre på grund af jeres fair use politik!!!! Og uden at forklare årsagen til at I har truffet den beslutning!!!! 

Hvad med at advare folk først at I ikke gider sælger varer til dem? Det er det mindste I kunne da gøre!? Så man ikke bruge tid på jeres hjemmeside og bestille varer som man ikke får lov til at købe!!! 

Har ikke bestilt varer i 5 måneder, på grund af graviditet (Intet til de gravide på hjemmesiden) og nu ville købe praktiske ting til min kommende baby, men kunne ikke få lov til.. Virkelig skuffende...
 og dårlig stil..",2019-12-20T14:40:14Z
968,Hurtig levering,5,Hurtig levering,2019-12-20T14:11:22Z
969,Nemt,5,"Nemt, hurtigt og god information hele vejen",2019-12-20T13:17:29Z
970,Nemt at bestille,5,"Nemt at bestille, god service og hurtig levering.",2019-12-20T12:00:52Z
971,Altid god service.,5,Altid god service.,2019-12-20T11:20:03Z
972,Altid til at stole på,5,Altid til at stole på,2019-12-20T11:17:22Z
973,Hurtig levering,5,Hurtig levering,2019-12-20T11:17:03Z
974,Altid hurtig levering og nemt at shoppe,5,Altid hurtig levering og nemt at shoppe,2019-12-20T10:32:47Z
975,hurtig levering,5,hurtig levering,2019-12-20T10:04:43Z
976,Jeg er så tilfreds,5,"Jeg er så tilfreds, 
- hurtig levering
- returnering og penge med det samme
- telefonisk kontakt super service
- mail kontakt igen super
Jeg anbefaler boozt, holder hvad de lover. 
Julegaver er i hus og det tog ingen tid. 
En meget tilfreds kunde fra Hillerød",2019-12-20T09:45:03Z
977,Super god hjemmeside med gode tilbud,5,Super god hjemmeside med gode tilbud,2019-12-20T09:37:24Z
978,Perfekt,5,Perfekt i alle henseender,2019-12-20T08:41:15Z
979,Super hurtig levering midt i december,5,Super hurtig levering midt i december,2019-12-20T08:02:40Z
980,Hurtigt,5,"Hurtigt, nemt og bekvemt",2019-12-20T07:50:45Z
981,Mange fede varer,5,"Mange fede varer, gode priser, super hurtig levering, ingen problemer med tilbage levering/betaling - alt er super nemt og effektivt - så kan kun anbefale Boozt :)",2019-12-20T07:41:57Z
982,Tydelig og god behandling,5,"Nemt at bestille, hurtig levering og generel tydelig og god information hele vejen.",2019-12-20T06:11:28Z
983,Hurtigt og let og,5,Hurtigt og let og - varer helt i top!!!!!,2019-12-20T06:01:40Z
984,Jeg er Fan af Boozt,5,"Jeg er Fan af Boozt. Fantastisk sortiment, dejligt at produkterne forbliver i indkøbskurven mår man forlade Booztsiden. Masser af gode tilbud og hurtig forsendelse. En klar anbefaling herfra.",2019-12-20T05:10:08Z
985,Altid hurtig levering.,5,"Altid hurtig levering.
Og gode muligheder for at sende tingene retur.",2019-12-20T03:39:57Z
986,Nemmest og hurtigst med alt,5,Nemmest og hurtigst med alt - kæmpe anbefaling herfra. Handler der igen og igen.,2019-12-20T00:11:07Z
987,Købte 2 strikkjoler ned en fantastisk…,5,Købte 2 strikkjoler ned en fantastisk pasform,2019-12-19T21:54:55Z
988,Godt sted :-),5,"Godt sted :-)
Gode priser
God kundeservice 
#engangbooztaltidboozt
Glædelig jul",2019-12-19T21:53:36Z
989,Hurtigt og effektiv,5,Hurtigt og effektiv,2019-12-19T21:30:49Z
990,Gavekort PDF eller fysisk??,3,"Gavekort: der står ordren er på vej til min ønskede leveringsadresse( som er forskellig fra faktureringsadresse), men har stadig ikke modtaget noget fysisk gavekort. 
Kun en PDF. Bestilt d. 12.12. Idag er det d. 19.12
Kommer der et fysisk gavekort?",2019-12-19T21:14:14Z
991,Levering til pakkeshop,4,Levering til pakkeshop. Alt OK,2019-12-19T19:40:24Z
992,Hurtige,5,God oplevelse.,2019-12-19T19:36:32Z
993,Super hurtig levering,5,Super hurtig levering,2019-12-19T18:47:29Z
994,Nemt at handle,5,"Nemt at handle
Hurtig levering",2019-12-19T18:37:48Z
995,Elsker at handle på Boozt.com,5,"Elsker at handle på Boozt.com
Det er altid hurtig levering, og hver gang jeg har brug for at sende noget retur, får jeg mine penge tilbage med det samme.",2019-12-19T18:30:36Z
996,De har altid de bedste produkter,5,"De har altid de bedste produkter, og super hurtig levering.",2019-12-19T18:02:37Z
997,Hurtig levering 😊,5,"Hurtig levering 😊. Varen var dog ikke helt som forventet, så den blev sendt retur, og pengene blev tilbageført med det samme😄",2019-12-19T18:02:23Z
998,Nemt og hurigt,5,Nemt og hurigt,2019-12-19T17:43:39Z
999,God og hurtig levering,5,God og hurtig levering,2019-12-19T17:37:30Z
1000,Julegaver,5,"Gode varer og hurtig leverering!
Hvad mere kan man ønske sig?",2019-12-19T17:34:22Z
1001,Super god service og meget hurtig…,5,Super god service og meget hurtig levering👍,2019-12-19T16:39:10Z
1002,Kæmpe udvalg,5,"Kæmpe udvalg, gode priser og hurtig levering.",2019-12-19T16:13:56Z
1003,Bestilt på nettet om eftermiddagen,5,Bestilt på nettet om eftermiddagen. Leveret dagen efter og så i december. Varen var perfekt og levering ligeså.,2019-12-19T15:49:39Z
1004,Hurtig levering og tøjet er tilsvarende…,5,Hurtig levering og tøjet er tilsvarende billederne.,2019-12-19T15:34:19Z
1005,Altid hurtig levering og hurtig…,5,"Altid hurtig levering og hurtig kreditering. 
Jeg er fan af det firma !!!!",2019-12-19T15:29:47Z
1006,Fin oplevelse og hurtig betjening,5,Fin oplevelse og hurtig betjening,2019-12-19T14:42:33Z
1007,Hurtig,5,"Hurtig, effektiv og venlig levering - oven i købet vedlagt 2 små parfumer 👌",2019-12-19T13:56:32Z
1008,Lynhurtig ekspedition og rigtige varer,5,Lynhurtig ekspedition og rigtige varer. Hvad mere kan man forlange:),2019-12-19T13:19:07Z
1009,Udmærket service,5,Udmærket service,2019-12-19T12:48:27Z
1010,Altid en fornøjelse,5,Altid en fornøjelse at handle på Boozt.,2019-12-19T12:18:42Z
1011,Jeg er også én af de mange...,1,"Jeg er også én af de mange, som nu Boozt nu ikke længere ønsker at handle med pga deres “fair use” politik. 
 I deres forklaring til mig, skriver de følgende:
“Oftest er det kunder der med meget hyppig frekvens lægger ualmindelige store bestillinger – én eller flere bestillinger om ugen – og sender alle eller næsten alle varer retur.”
Kunder - “der over de seneste 12 måneder har handlet på en måde der ikke er fair”
 
Jeg har de sidste 12 måneder haft 9 ordre hos Boozt. Alle på mellem 600-1600 kr. Og jeg har sendt ca halvdelen af de bestilte varer retur pga forkerte størrelser (Jeg har været gravid, hvilket har gjort det svært at vurdere størrelser) eller fordi produktet har ikke har levet op til min forventning udfra billeder og beskrivelser på Boozt. Altså hvad jeg vil kalde et helt normalt forbrug. Og jeg kan på ingen måde se, hvordan jeg har handlet uetisk...
Dette har jeg forklaret pr mail til Boozt, men det har ikke ændret på deres beslutning. Ydermere er jeg stærkt utilfreds med, at jeg ikke havde fået at vide, at jeg var “udelukket” før jeg forsøgte at købe en gave og først en halv time efter købet var gennemført, fik en mail om at de havde annulleret min ordre pga Fair use.",2019-12-19T10:49:18Z
1012,Go og hurtig service.,5,Go og hurtig service.,2019-12-19T10:37:39Z
1013,Hurtig levering,5,"Hurtig levering, selv op til jul.",2019-12-19T10:30:29Z
1014,12.12.19,5,"12.12.19. Hurtig levering.., stort udvalg og gode tilbud.",2019-12-19T09:37:30Z
1015,"Hurtigt,effektivt",5,"Hurtigt,effektivt, svarer til forventning",2019-12-19T09:05:37Z
1016,"Rask levering👍👍🎅,og bra varer.",5,Rask levering👍👍🎅,2019-12-19T08:51:36Z
1017,Fine varer og hurtig levering,5,Fine varer og hurtig levering,2019-12-19T08:25:44Z
1018,Ikke godt nok,2,"Hurtig levering, stort udvalg af varer,men det trækker ned i karakter når Jeg har bestilt 2 par sko i str 39 og får leveret dem i str 38. Det er en kæmpe fejl og irriterende at skulle bruge tid på at sende tilbage.",2019-12-19T07:52:32Z
1019,Super,5,"Kæmpe sortiment. Altid hurtig levering og hurtig retunering af penge, hvis man sender retur.",2019-12-19T07:27:57Z
1020,Elsker Boozt og “fair use”,5,"Elsker Boozt
Kan bruge mange timer på at sidde og kigge på deres hjemmeside med et bredt udbud. Det er nemt og overskueligt. Hurtig levering og gratis retur. Jeg har brugt Boozt i mange år nu og har tit sendt retur hvis noget ikke passede og jeg er ikke blevet ramt af “fair use”. Så der skal godt nok meget til for at det sker. Vi ses igen..",2019-12-19T07:23:03Z
1021,Nemt at bestille,4,"Nemt at bestille, hurtig levering",2019-12-19T07:18:51Z
1022,Hurtig levering,5,Hurtig levering,2019-12-19T07:03:19Z
1023,verdensklasse !!..,5,verdensklasse !!..,2019-12-19T06:20:35Z
1024,Som altid i orden,5,Som altid i orden,2019-12-19T06:08:17Z
1025,Kæmpe udvalg og super hurtig levering,5,Kæmpe udvalg og super hurtig levering,2019-12-19T06:00:05Z
1026,Meget tilfreds,5,Meget tilfreds. Altid hurtig ekspedition - også når det gælder penge retur!,2019-12-19T05:15:58Z
1027,Nemt,4,"Nemt, enkelt og hurtig levering
Sådan",2019-12-19T04:54:12Z
1028,Super,5,Super oplevelse hurtig levering,2019-12-19T04:43:57Z
1029,Fantastisk hurtig ekspedition,5,Dejligt stort udvalg til fornuftige priser. Super service og lynhurtig levering.,2019-12-19T04:20:43Z
1030,Det er bare god hurtigts og præcist,5,Det er bare god hurtigts og præcist,2019-12-19T03:58:51Z
1031,En virkelig god oplevelse,5,"En virkelig god oplevelse. Nemt, højt serviceniveau og hurtig levering. Boozt får mine bedste anbefalinger!",2019-12-19T02:18:20Z
1032,Hurtig og effektiv netbutik!,5,Hurtig og effektiv netbutik!,2019-12-18T23:05:29Z
1033,Super nemt og hurtig levering,5,Super nemt og hurtig levering,2019-12-18T21:47:38Z
1034,Hurtig og effektiv betjening begge veje.,5,Hurtig og effektiv betjening begge veje.,2019-12-18T21:36:14Z
1035,God hjemmeside,5,God hjemmeside. Meget hurtig levering.,2019-12-18T20:47:39Z
1036,Altid hurtigt levering og nem retur,5,"Altid hurtigt levering og nem retur, samt gode vare til gode priser",2019-12-18T20:36:01Z
1037,Varen var perfekt og blev leveret…,5,Varen var perfekt og blev leveret hurtigt og ifølge aftale,2019-12-18T19:54:35Z
1038,Hurtigt og effektivt,5,Hurtigt og effektivt,2019-12-18T19:51:10Z
1039,Boozt.com,5,"Hurtig levering
God kvalitet på tøjet",2019-12-18T19:34:57Z
1040,Hurtig behandling af fejl!,5,Fejl på vare blev behandlet hurtigt og vi fik pengene retur. Særdeles god service,2019-12-18T19:17:57Z
1041,Hurtig levering af kvalitetsprodukt,5,Hurtig levering af kvalitetsprodukt til en rimelig pris,2019-12-18T19:11:57Z
1042,Nemt og hurtigt,5,Nemt og hurtigt,2019-12-18T19:06:30Z
1043,God pris og hurtig levering,5,God pris og hurtig levering,2019-12-18T18:33:21Z
1044,Intet andet end fantastisk,5,Intet andet end fantastisk,2019-12-18T18:15:37Z
1045,Hurtig levering.,5,Hurtig levering.,2019-12-18T18:11:25Z
1046,Perfekt og hurtig service,5,Perfekt og hurtig service,2019-12-18T18:06:10Z
1047,5 stjerner,5,Super let at bestille på nettet,2019-12-18T18:04:29Z
1048,"Nemt, hurtigt og effektivt 👍",5,"Nemt, hurtigt og effektivt 👍",2019-12-18T17:59:44Z
1049,Et super sted at handle,5,Et super sted at handle. Mange varer til kanon priser. Vil opfordrer til at checke her inden køb andet sted. Suveræn kundeservice.,2019-12-18T17:57:10Z
1050,Jeg er altid glad for at handle på…,5,"Jeg er altid glad for at handle på Boozt.com
Der er et bredt udvalg på dame og herretøj og der er aldrig problemer med ekspedition og levering.
Jeg kunne dog godt tænke mig lidt mere information om den enkelte vare - ofte er den lidt mangelfuld. Det er også en god idé, at bruge modeller, så man kan se varen på og vurdere størrelsen.",2019-12-18T17:37:27Z
1051,Kan klart anbefales,5,"Den bedste og mest effektive web bestilling, hurtig levering og hurtig retur betaling hvis varen bliver returneret.",2019-12-18T17:11:55Z
1052,hurtig og effektiv levering,5,"hurtig og effektiv levering, dejlig service",2019-12-18T16:52:54Z
1053,Hurtig og korrekt levering,5,Hurtig og korrekt levering,2019-12-18T16:47:57Z
1054,Ris og ros,5,"Jeg synes det dejligt at handle på Boozt. Der er mange forskellige varer, mærker og ofte gode tilbud. Man får en bekræftelse på mail med det samme, jeg bestilte en vare søndag aften og tirsdag kan jeg afhente pakken, hurtigt og effektivt.
Lidt ærgerligt at man skal bestille for kr 499/500 for at få porto fri, og nogle gange skal man købe for et temmeligt højt beløb for at få rabatten, det gør at jeg nogle gange vælger ikke at handle.",2019-12-18T16:24:02Z
1055,Brugte Angulus støvler.,1,"Jeg har bestilt et par Angulus støvler. Da jeg pakkede dem ud, fandt jeg ud, at jeg har fået BRUGTE støvler. Jeg er mest irriteret over det, at der EN, da har pakket dem ind og tænkt, at man kan slippe af sted med det. Håber virkelig, at jeg få mine penge retur hurtigst muligt. Det var min første og sidste gang jeg handler HER.
Ilze",2019-12-18T16:07:54Z
1056,Lynhurtig levering,5,"Lynhurtig levering - og så endda i juletiden, helt perfekt!",2019-12-18T15:56:45Z
1057,Fremragende hjemmeside med kæmpe udvalg…,5,"Fremragende hjemmeside med kæmpe udvalg 
Gode mærker j...",2019-12-18T15:53:16Z
1058,Fin og hurtig ekspedition,5,Fin og hurtig ekspedition,2019-12-18T15:52:05Z
1059,Super hurtig service👍,5,Super hurtig service👍,2019-12-18T15:40:33Z
1060,Hurtig levering samt super service…,5,Hurtig levering samt super service vedr. Retur/bytning af varer.,2019-12-18T15:03:06Z
1061,Det fås nemt og hurtigt hos Bootzt,5,Det fås nemt og hurtigt hos Bootzt. Bestilte om morgenen den ene dag og kunne hente pakken  allerede næste dag.,2019-12-18T15:01:37Z
1062,Alt iorden,5,Alt iorden. Det bestilte kommer hurtigt.,2019-12-18T14:45:52Z
1063,Tilfreds,4,Tilfreds. Leveringen  skete en dag senere end ventet Jfr. Mail.,2019-12-18T14:44:42Z
1064,Fremragende,5,Nem bestilling og hurtig levering.,2019-12-18T14:21:57Z
1065,Der er kun ét at sige om det firma,5,Der er kun ét at sige om det firma: FREMRAGENDE!,2019-12-18T13:50:00Z
1066,Hurtig levering,5,Hurtig levering,2019-12-18T13:16:05Z
1067,Super hurtig levering,5,"Super hurtig levering, aldrig nogen problemer, alt fungerer OK.",2019-12-18T11:09:08Z
1068,God service,5,God service og levering,2019-12-18T09:38:08Z
1069,Jeg handler udelukkende på Boozt.com,5,"Jeg handler udelukkende på Boozt.com, når det drejer sig om tøj, makeup etc. Jeg er meget tilfreds og er aldrig blevet skuffet. Hjemmesiden er ganske enkelt helt i top, når jeg skal orientere mig. Derfor giver jeg det højeste antal stjerner!",2019-12-18T09:36:15Z
1070,Det er dejligt nemt og får varen…,5,Det er dejligt nemt og får varen leveret hurtigt,2019-12-18T08:49:04Z
1071,Hurtig levering og gode priser,5,Hurtig levering og gode priser,2019-12-18T08:48:33Z
1072,Hurtig og effektiv levering af varer…,5,Hurtig og effektiv levering af varer som lever op til forventningerne,2019-12-18T08:43:11Z
1073,Hurtig og effektiv service!,5,Hurtig og effektiv service!,2019-12-18T08:36:54Z
1074,Hurtig levering og stort udvalg,5,Hurtig levering og stort udvalg,2019-12-18T08:26:09Z
1075,god betjening,5,super god betjening hurtig levering 5 stjerner,2019-12-18T08:25:44Z
1076,Vare og levering OK,5,Ingen problemer her. Handlen helt som forventet.,2019-12-18T08:06:08Z
1077,Service er helt i top og den hurtigste…,5,Service er helt i top og den hurtigste levering der findes,2019-12-18T07:41:22Z
1078,Fuldt tilfreds med mit køb.,5,Fuldt tilfreds med mit køb.,2019-12-18T07:33:15Z
1079,Det er meget hurtigt  levering og…,3,Det er meget hurtigt  levering og betalingen tilbage er også hurtigt.  Da jeg har bestilt en forkert storelser sko. Tak,2019-12-18T07:12:21Z
1080,Hurtig servies,5,Hurtig servies,2019-12-18T06:58:53Z
1081,Hurtig levering,5,"Hurtig levering, fantastisk service.",2019-12-18T06:31:00Z
1082,Hurtig levering,4,Hurtig levering,2019-12-18T06:19:46Z
1083,Lækre varer,5,"Lækre varer, gode priser og hurtig levering.",2019-12-18T06:03:01Z
1084,Super hurtig levering,5,"Super hurtig levering , varerne helt perfekte .",2019-12-18T06:00:14Z
1085,Alt er bare godt,5,Alt er bare godt,2019-12-18T05:59:09Z
1086,"Hurtig levering,men jeg synes ikke man…",4,"Hurtig levering,men jeg synes ikke man kan tillade at sende en vare som har været åben, den skal bruges som gave det er dårlig service 
Hilsen Else Kristensen",2019-12-18T03:01:55Z
1087,super,5,"super, hurtigt og fin indpakning",2019-12-17T22:15:52Z
1088,hurtig og effektiv,5,"hurtig, effektiv",2019-12-17T22:04:52Z
1089,5 stjerner,5,Det er nemt og uden problemer at handle hos Boozt👍.,2019-12-17T21:23:15Z
1090,Endnu engang professionel ekspedition,5,Endnu engang professionel ekspedition,2019-12-17T21:20:38Z
1091,Nemt og hurtigt levering 🎅,5,Nemt og hurtigt levering 🎅,2019-12-17T20:33:07Z
1092,Helt perfekt og super hurtigt.,5,Helt perfekt og super hurtigt.,2019-12-17T20:24:59Z
1093,Kan anbefales,5,"Handler regelmæssigt hos Boozt. Altid hurtig og fejlfri levering, nemt at returnere forkerte størrelser.",2019-12-17T20:18:13Z
1094,Bootz svigter aldrig!,5,"Altid pålidelig, sørger for hurtig levering og har altid stort udvalg. Bootz svigter aldrig!",2019-12-17T20:07:21Z
1095,God og hurtig service.,5,God og hurtig service.,2019-12-17T20:01:55Z
1096,Top service,5,"Hurtigt og effektivt, også med returvarer",2019-12-17T19:59:28Z
1097,Meget hurtig levering,5,Meget hurtig levering,2019-12-17T19:03:44Z
